,badger,barnacle,bat1,cardinal,cat,cheetah,chicken_wire,cockroach,duckling,ferret,flamingo,fox,giraffe,guinea_pig,oyster,rabbit,scallop,seahorse,snail,squid,tiger,walrus,worm
badger,-4.440892098500626e-16,0.7664991683068577,0.18404938269275728,0.43763748273934744,0.1893471150901498,0.3539945922182255,1.627506537270143,0.5129485424210907,0.19284192593574478,0.17585520570493474,0.41393459353939244,0.21789998693892276,0.34663630011488167,0.18142906182197416,0.5521583484131197,0.2073234193410285,0.6713116195289244,0.32723498758899117,0.5410208080016,0.410124052796916,0.2998233684834617,0.24409538718105617,0.8314805531959828
barnacle,0.7664991683068577,-2.220446049250313e-16,0.7612469671646533,1.2980166597126066,0.7252962953834354,0.40096945996462585,1.0205203135621754,0.7975616712392871,0.7319114078425314,0.8855572138987693,1.0695667892050933,0.7767334158895197,0.5424350780141941,0.7735781377729205,0.42210433109057244,0.8333636324922331,0.5582982954068898,0.9753987965278684,1.2146866647022614,0.7162318728635996,0.47542448893819833,0.8740928251284422,0.3115918857769966
bat1,0.18404938269275728,0.7612469671646533,-2.220446049250313e-16,0.391777813287677,0.16885467401792076,0.37813127429948346,1.637238587214841,0.40810475564759907,0.19324110481046108,0.19215920601956138,0.33364994201658005,0.16404450817383143,0.35334641722374005,0.15236749185394127,0.456626875543951,0.2281753669024036,0.5150967620991123,0.2768917406410101,0.47687732683958284,0.36237340969216913,0.2858070239650572,0.2280689184035597,0.8263555870371198
cardinal,0.43763748273934744,1.2980166597126066,0.391777813287677,0.0,0.4149398268390392,0.8153560673434163,1.6630831261950387,0.5649814401818003,0.4476956246588033,0.35174834857451887,0.23960950175716,0.3688094632253076,0.7267382411144678,0.3951544884306025,0.8230499427433985,0.4636096356700843,0.766564109698094,0.2740438756649839,0.32888607404019177,0.5495446468443508,0.6852597140548313,0.35036663717523486,1.323551186263984
cat,0.1893471150901498,0.7252962953834354,0.16885467401792076,0.4149398268390392,-2.220446049250313e-16,0.27922324639076446,1.6006994955484872,0.40741144225562276,0.09064230385311589,0.10188032699410787,0.3065736556104447,0.06904992662393206,0.27996756673074075,0.07643385696406257,0.4330233435220674,0.14358690067809443,0.496465342305042,0.33392642633188874,0.5762717274470397,0.41332008832705236,0.19262813549543678,0.16370187392920843,0.7759151427862087
cheetah,0.3539945922182255,0.40096945996462585,0.37813127429948346,0.8153560673434163,0.27922324639076446,-2.220446049250313e-16,1.33205145585569,0.5402197067646102,0.27730027148773917,0.36486640362634126,0.6091425572618717,0.3243903456608138,0.2204848775057049,0.2978145260287357,0.4246579224170025,0.3163784151228255,0.5573227141888788,0.5264170477898906,0.9261947230163275,0.5228991473759967,0.13362450910367452,0.3672172073038362,0.3923530646971566
chicken_wire,1.627506537270143,1.0205203135621754,1.637238587214841,1.6630831261950387,1.6006994955484872,1.33205145585569,4.440892098500626e-16,1.3743057730761072,1.5781470825454504,1.6165376715661564,1.5853976199017958,1.6486552515703359,1.3754577526408998,1.6045714768284907,1.3460568209752295,1.5349171779241084,1.4247434375838348,1.6378238211079947,1.6672530250615192,1.5983681985945293,1.3880914337120691,1.591445284665983,0.9019187292607048
cockroach,0.5129485424210907,0.7975616712392871,0.40810475564759907,0.5649814401818003,0.40741144225562276,0.5402197067646102,1.3743057730761072,-2.220446049250313e-16,0.3774874834258193,0.49206448537546565,0.29333335051811926,0.4051424555638111,0.39679428321803056,0.424302266200171,0.603135239323242,0.530323818829128,0.47840562508872786,0.5173402952561656,0.5786936395513318,0.5515344904553081,0.4935116821677735,0.47323062768867075,0.6827019932207423
duckling,0.19284192593574478,0.7319114078425314,0.19324110481046108,0.4476956246588033,0.09064230385311589,0.27730027148773917,1.5781470825454504,0.3774874834258193,-2.220446049250313e-16,0.09995132912919602,0.29110422350015164,0.10278640123839644,0.2767985716269824,0.0793747143382375,0.4659706921909704,0.1368476661321778,0.5157318121514808,0.3713848812253049,0.5999279639040812,0.43187982880308584,0.18790779632452903,0.17414625923649585,0.7164505118426345
ferret,0.17585520570493474,0.8855572138987693,0.19215920601956138,0.35174834857451887,0.10188032699410787,0.36486640362634126,1.6165376715661564,0.49206448537546565,0.09995132912919602,0.0,0.29759576277718114,0.10194706897861716,0.37300934869072266,0.08183726140544978,0.5378429559108489,0.11482370923714869,0.6177788179954851,0.3099581761481437,0.5330345438635846,0.4842584248544798,0.2635916451822873,0.13995596697053403,0.8947810854501124
