,aardvark,alligator,alpaca,ant,anteater,antelope,badger,bat1,bear,beaver,bird,bison,blowfish,boar,bull,calf1,camel,cardinal,cat,catfish,cheetah,chick,chihuahua,chinchilla,chipmunk,cobra,cockatoo,cougar,cow,coyote,crayfish,crow,dalmatian,deer,dog,dolphin,donkey,duck,duckling,eagle,elephant,ferret,fish,flamingo,fox,frog,gazelle,giraffe,goat,goldfish,goose,gopher,gorilla,groundhog,guinea_pig,hamster,hawk,hedgehog,hippopotamus,horse,hummingbird,hyena,iguana,kangaroo,kitten,koala,lamb,leech,leopard,lion,lizard,llama,lobster,manatee,meerkat,mole,mongoose,monkey,moose,mouse1,octopus,orangutan,ostrich,otter,owl,oyster,panda,panther,parrot,peacock,pelican,penguin,pheasant,pig,pigeon,piglet,platypus,polar_bear,pony,poodle,porcupine,possum,puffin,pug,puppy,rabbit,raccoon,racehorse,ram,rat,rattlesnake,reindeer,rhinoceros,rooster,sardine,scallop,scorpion,sea_urchin,seagull,seahorse,seal,shark,sheep,skunk,sloth,slug,snail,snake,spider,squid,squirrel,starfish,stingray,swan,swordfish,tarantula,tick,tiger,toad,toucan,turkey,turtle,vulture,walrus,warthog,wasp,weasel,whale,wolf,worm,yak,zebra
orangutan,3.7206879487242386,9.21035785078475,4.450995660209196,7.384669445231784,4.42349625694406,5.997457339910869,4.781870654446242,4.51797152657967,3.3313339588231354,5.270350078826126,4.26798080597732,3.93658585615736,5.145943577639737,3.2407887255277763,3.4198729575650733,3.255247210150672,4.4186211642579405,4.331098222984776,3.5295945518822474,8.021254696649699,5.104033144749429,3.298229017237622,3.692198925995015,3.2262158219750057,3.123475586093731,5.7717839381187535,4.695597249961568,3.2003537825384045,5.6606566807973335,4.022277307057775,9.349927004804053,4.857598566708631,4.197586366146753,4.029897165095656,2.6295502562583057,8.34926729564004,4.004050241950969,5.2832315806885,2.791093955872715,4.904241274613164,3.90423225724947,3.030629433266388,9.2091106150242,5.501709298621746,4.263922573994552,7.2123602292920985,5.22047066008795,6.758519077713418,4.624941980017,6.759905965127595,4.988594127011057,3.6396617752805263,3.716667666379037,3.1897806986500954,2.7734951495405493,3.1491251139920893,3.1677405502586966,4.55439926987483,5.112704513976946,3.4773760001509735,4.258850125008134,3.3222326040232923,6.687296162248682,3.6826168127952785,3.1856790536376702,3.354105128228217,3.7866835446215084,8.725485707786955,6.475438492082351,3.2269944185523336,10.345050671785629,4.159347444320741,8.133347881949268,5.080021250042518,5.07110220830769,4.602134505174883,3.191871991437583,5.1863112224710735,3.7470402829804836,2.9969956071849415,7.260691948248675,0.0,5.7723772401900835,3.9727018559583027,3.7044641519892014,8.129774684161692,3.538497378066575,3.187808080677442,3.838259441901653,8.646965587222954,5.015260784433379,5.056336195707489,7.194514940483381,3.4139372352382047,3.9338701289569973,3.9206667056778888,7.580971471527722,3.7228771879132134,4.09097430778143,2.8124567271084757,8.18067698627776,3.275534163573795,4.577372979243565,2.7187185561316785,3.889191895275329,4.40526017705208,3.3551195674717764,5.090137493484442,2.688916222008279,3.948261437946614,8.514884654773311,5.77414170540261,4.5867590374738745,4.630258056096379,8.750500725349061,8.746921803249679,8.59222294619355,8.65316598200896,5.348687827827736,5.945011826908039,3.1478540720574144,9.660960110416584,3.4815650788811756,4.230892416229809,4.021669502229578,9.225418818667938,8.018534728090108,7.438746596343523,8.213001967621505,7.764097879915888,2.5073118027638928,8.868027134572753,9.248097101976605,5.260167502847299,10.28055616847045,3.9023752417377477,9.148469526830537,3.370730092293403,7.220893191308392,4.362512513055028,5.381687535922254,8.536655732242359,3.817978814255387,3.5230951595481166,3.1552490210949897,7.23945562644395,3.44678967279396,8.693984469355906,2.668484802257958,10.109110267743636,3.296507197205628,4.832935312937117
ostrich,4.02276251451129,5.407316454708111,3.673699511908573,4.076879480024578,3.7564707634758525,3.0203686422778273,3.5667925719566083,3.264247499124221,6.041219456922477,2.8368711325819786,3.116747114372281,4.533183864634535,4.74307220809689,4.436811783945373,4.317916664091429,4.274078374805515,3.810711768030997,3.2805836355665314,6.343437924831221,4.364358542063824,2.9038067588260703,5.793668722631796,7.386237496067877,4.668974413172969,6.175720660566229,3.652996461830137,3.441577469729067,5.368717516574505,2.697975949258709,4.386653931577736,5.568848288540088,2.6992784897270523,3.4271271790399944,4.220249208773009,5.458680451731662,4.528894260527441,4.958434041010523,2.9813706397621558,5.1498481156855025,2.925142594048687,5.0699288198298165,5.801425469446928,5.582515632100274,2.474033279615173,7.171334888062378,3.883825012590081,3.431949591518705,2.87916222009386,3.2013361048045463,3.385147819017803,2.753587748681591,4.316164973643307,6.635646702087836,5.610235580060995,6.834869827919913,6.470353663455055,5.1446959562529555,3.936508110157675,3.1351645445390424,5.7232677211016165,3.256457492805807,5.673373606231172,3.7317952385105966,4.395416977931358,6.1480030266336225,7.39410505853914,6.085509527710031,5.079872194402767,3.3473516277291737,5.594284121155207,6.078301340681205,4.7508100235829085,4.244908248996788,2.803707845012427,7.677453824866576,3.7169904335616413,4.779071777396651,9.067971185530702,3.870660215994491,5.335577914218455,3.8121032359901688,5.7723772401900835,0.0,4.000834676325318,6.433381675430281,4.854035950579559,5.573220447213507,6.013803709034638,3.2876124970184923,4.608879590072875,3.3373717026747816,2.618825307546734,3.7488717675446677,5.11365023490974,3.967073163485756,4.709789808296682,3.9416745980848495,5.907114354398169,3.5937905159755035,5.510496109610665,4.987208669078314,7.449258290503493,2.984527247164229,6.616431754886612,7.479698071838395,3.1604231636923026,6.182887785420741,2.9367454696595425,5.258408599595875,4.459772701327949,4.961396361135796,3.6615792589076195,4.033877821673021,2.791234606043735,5.609482233541075,5.109155642624959,4.38815807413551,5.200398370868903,3.1063508273574643,2.5656552825964782,4.513261122307543,5.359150581780299,5.969666327751939,3.301175852913014,3.9163565270957843,5.332958853154282,4.637100507349854,3.9697450468300954,5.081265505951461,4.10387810598199,5.327822797142875,5.300150917838192,5.45898524012818,2.8612970702446296,5.893480451096037,3.589909208614127,4.889238595423724,4.122374452087413,3.9840411101669644,3.6080013546163485,3.238005076169954,4.494158839834782,4.297881912035876,3.980034715298066,4.749760045051997,3.6906327896022084,6.636097969158773,4.543989779647724,5.261087790680766,6.324370148447892,4.474240823679002,2.8991733524908394
otter,3.5383984880705155,7.686861361478992,2.7979925720687024,6.399825927673437,4.397961158493061,4.708855957066188,3.4497484564303473,3.739019238133444,4.013078119089527,4.067980873230007,3.1367041411613314,4.408494164148335,4.884748950552205,3.7136524330064873,3.5848619357236644,3.3373788047606467,3.6153332784315677,3.492981285639196,4.67346533037645,6.291115338378549,3.911497595106935,3.9653462200389478,5.139605329050467,3.4632566900057604,4.2376217032377665,4.850729263921105,3.4495790822499353,3.530592090051952,4.514351743943738,3.755768053632591,8.144721419034036,3.5095392492506954,3.5295234277161582,4.081957071247123,3.6421474765061923,7.038786978960939,3.8915584790410986,3.5474965136782513,3.1645122504418826,3.8943093747920883,4.64574537229493,3.694415884366526,7.6439639377643,4.370256890173375,5.790399145787531,5.80575821544947,4.233278483144882,5.315359137592278,3.0487564954640773,5.0744784318462886,4.064757360772567,2.9822279128524904,4.503292233923273,3.822864800591062,4.6006783077100595,4.393805218854277,4.062906317827304,3.6595795889645713,3.98421271653278,4.8896585063333315,3.3698723007605325,4.000157224355721,5.499158651121446,3.5249164649259237,4.102242247810279,5.2990171707828795,4.056062507132042,7.571105622842575,5.035386010615842,3.729653559312371,8.454175541842256,4.055472869372158,6.672405762454521,3.8790520489632185,5.281235071809716,3.9580729263817114,3.054593164721921,6.494876083804287,3.7914629443912413,3.976190688207748,5.899690444542703,3.9727018559583027,4.000834676325318,0.0,4.599850628386624,7.056185739030471,3.8058036152064676,4.287622457115607,2.9940703165596743,6.805537254081529,3.2589338189424906,3.5662185897933534,4.603330172573039,4.001828486111785,3.011297034651482,3.3431019373167166,5.7014868486404175,4.3005610196691215,3.4028044406679165,4.126145296593056,6.778579432817935,4.855252074170409,2.984774418220577,4.339753484912925,5.122095502509082,2.950143087023295,3.966780939299124,3.619585061848545,3.939890221984346,3.2753178433358,7.227179652700976,4.610418062337186,4.576910854767606,3.2483823886302923,7.771513392571921,7.445090089799487,6.98699023506693,7.200151615231596,3.646472875781706,4.404720419685753,2.7956403636065077,7.858403743404436,4.389150617990556,3.6286485251193055,3.7000468465527967,7.805562531318411,6.675276482546427,6.230152813734942,7.1405656966315485,6.292767127896391,3.887382275381128,7.8553201413894715,7.657043346546281,4.492565117800607,8.664604016688102,3.655522748226368,7.072870907786659,2.90311389962105,5.882156515555384,3.8826018565044715,4.27674758645366,6.817180320512765,3.0583297362842705,3.4884211187676413,4.013793266168621,5.688604070736873,4.644814120617095,7.09113387927829,3.5348383437150024,8.616379504851539,3.811289018466727,3.7347758062099654
owl,4.883498382959752,9.536011820140212,5.269758304777278,7.890809496505996,5.830638999307287,6.7557671072985945,5.184451174513274,5.386398466359863,4.100477972937407,6.185473870827533,5.301028043142846,5.165203878358952,5.094889769023769,4.157550364071447,4.135474706565653,3.940820850551825,5.163802591121984,4.9335217797263065,3.5689503902076627,8.572824042182285,5.766100099013642,3.9423552457618727,3.6384994474639245,4.0091764302646276,3.165980132708944,5.580044927139532,4.984734170701558,3.514758919696003,6.410523157358992,4.203765764856233,9.862779376265491,5.001050500115959,4.358465089507609,4.753308064666239,3.2502991581060576,8.753897479760752,4.582043350376709,5.65866604786156,3.4630029077466307,5.318221253892168,4.814410743894128,3.201415556905235,9.392549540412963,6.471602840025604,4.122049181391861,7.457015542876006,5.776061348495796,7.503558762804679,5.6408512366731545,7.211512245576023,5.637686031532233,3.9188523011930485,4.080322409644372,2.6483327955781073,3.0478589602232997,3.3834694337673796,3.4960547266846054,4.914103814240357,5.9075592266289005,4.59633964212819,4.863101534442359,3.4439198059865985,7.0381337767245205,4.572038886495247,3.086655503669193,3.3315509932107052,3.9271724509018413,9.459561472047698,6.78498420575422,2.884577350411058,10.886223062392133,4.88035269545646,8.584404768618741,5.818312233050576,4.607459886123853,5.522575786677906,3.6958663244932035,5.049680701770583,4.736392919713142,3.807706643359549,7.589396331845309,3.7044641519892014,6.433381675430281,4.599850628386624,0.0,8.617174716060402,4.588363563169457,3.141384256359356,4.594378928375551,8.880292835140793,5.87670691909382,5.391721532483569,7.7048450733845,4.596826616052923,4.551237811609613,3.909516343030381,8.293543926237271,3.8681538339121313,5.114613029395444,3.246563056758857,8.312474306498137,3.724584206066665,5.1614335206915385,3.2096693800905873,3.520353681383207,4.823125952684189,2.608510008954896,6.300541525943144,3.405907249117063,4.0639528449841755,8.919270311857249,6.464251902850133,5.204767165630735,5.380109199350818,9.104258042710114,9.102334347042031,9.089669216662324,9.097722299361894,5.989644630272433,6.582465685980391,3.7274402071794994,10.131959895919136,3.335633804285155,5.22122980494018,4.453028551077707,9.860058395049409,8.761234888055414,8.10392648748309,8.515624609756323,8.608309015916868,3.853346260105569,9.567406334159104,9.700406072526974,5.983864494031934,10.677615545420784,4.756348034335942,9.707983159499753,4.014749017770759,7.34111830272959,5.152825394963526,5.731270195606708,9.05092085389923,3.597168588816907,4.443780431208404,4.1741364954087725,7.923351447587155,3.540623566006624,9.088822097366513,3.1986923397169127,10.470576613430541,3.935053843055437,5.527006547493631
oyster,6.570464700726515,2.774736275624762,7.356731917051041,2.4449269522224264,5.616741923021025,4.615115019221837,5.121244946007178,4.810143965984797,9.022956189715304,4.2861070334413665,6.22220822191726,6.642041513311342,4.720997208215023,6.703883838916707,7.016138188617445,7.130508328924924,7.065812559293163,5.986521554283194,8.764054924145805,3.0518618641362405,4.4870989279564135,8.148622571499333,9.988267784170379,6.946224755980169,9.013536299014207,4.1147134934239205,5.616659316169013,8.398466644142283,4.171868911817474,7.0466841653289185,2.449954889289554,5.44709924940713,6.15173549953032,6.922228221387907,8.287587055346481,2.7098894194583094,8.072950577704107,5.473545900168981,7.903643064029054,4.662017700030412,7.39219475866597,8.48928911531149,2.681176536837532,4.807496822025507,9.714727029731675,2.708827069998757,6.303580594798818,3.294036026521007,6.415069256073312,3.4098423088857346,5.151054825047474,6.867072888241148,9.843849177377528,8.159150936512287,9.173211892780404,8.839782137818702,8.24711641910877,5.15280163658693,5.071435672690961,8.55827595911925,6.245246793369098,8.561960861672707,3.023171514021147,7.6236977666141525,8.540842191298191,9.922239177676078,9.25703937821882,2.5324751963938428,3.527438746235239,7.979554330994117,3.9067192562765753,7.9506172150973375,2.6751187518947637,4.871950454669903,11.095405200316286,4.575534632516364,7.920576635380473,12.121783398184748,6.357290371045401,7.687749244879019,2.6089736674728528,8.129774684161692,4.854035950579559,7.056185739030471,8.617174716060402,0.0,8.411599447665939,8.395814755801908,6.28904112585881,2.9632613871970412,6.690218757532571,5.401343820032028,5.971847607215534,7.83397754532142,7.532932447954561,7.345877780073658,3.526048017566353,8.952359580234079,6.7262607431229595,8.106759006405685,3.591482618052941,10.048464657214657,6.255965818719713,9.203613196008176,10.035454949836378,5.702978073980528,8.556419963974463,6.423912779331136,7.547625940981991,6.682417515858534,2.2965131239578502,5.776969600199547,6.046294976038397,5.886478026600152,2.282350115809586,2.1084200243291735,2.8797130415596057,2.8274552574117378,6.424718333333276,4.086977482529065,7.425309778176364,3.567107079546201,8.633897366436157,5.256868404414581,5.59293487629354,2.5916965534748804,2.891678149464039,2.3553865551804227,3.689794906616732,2.9302888827049194,7.81291919040939,3.020986327906603,3.040608873308519,4.295004511133682,3.4809035113586764,5.785365250392377,3.865613753023921,6.517800603864204,2.626057983691419,6.106175866798296,4.186185679173062,3.2304331363982897,7.374019680752525,6.036032819396804,7.016708424576635,2.99469833501634,9.437695686275568,2.9664042169913736,7.852029691841903,3.191400556413831,7.002915982943668,5.242050048960565
panda,3.9588590538154307,9.466933738297271,4.029820049120842,7.75928830284864,4.79153747791428,5.9808141665958505,4.825893727661402,4.530024124452717,3.2558560593346746,5.523329283972842,3.8715868547708614,4.723148496496002,5.967952178591708,3.8991062823370073,3.3153826068686354,3.595743737272278,4.195619393541635,4.052130820007788,3.8533595444791846,7.954752760855717,5.647024186552107,3.788364629581168,4.0178394912204665,3.5119449792625845,3.68707965182,6.0021271728727585,4.687376393692494,3.504792074674127,5.691446810533122,4.359077556406509,9.61872422046023,4.8870330791949685,4.268762856416369,4.476045329737812,2.996012524089479,8.460787745007819,4.2334126423400456,5.210587048174722,3.7138337062667697,5.077397481255626,4.01199479624661,3.8488562887113043,9.364581454438245,5.705714611769777,4.85783393123079,7.4406713350294424,5.027112832615725,6.925271653297462,4.36077191119442,6.700230139281168,5.076951909126817,3.7319891309680036,3.693501555114686,3.749676282508598,3.8356455335331474,3.5015545714222704,3.6681817061297486,5.103498097470137,5.349806634454817,4.020783104547791,4.024500399117613,3.529425106513754,7.23641410980037,3.5151384222016184,3.6646940997917925,3.971101229292357,3.305414464126213,8.89094236494023,6.599030536225418,3.9398413341690137,10.363810375844016,3.8835486483196506,8.251287065321737,4.952159552214352,4.585876349208576,5.183859873587245,3.474873552540012,5.668079971121447,4.055710271517112,3.468643981970107,7.4814296385439345,3.538497378066575,5.573220447213507,3.8058036152064676,4.588363563169457,8.411599447665939,0.0,3.526714290797205,3.966999857770425,8.655828811285753,4.534240301181264,4.806965768413415,6.540028130925898,3.204645734872151,3.9010573788780847,3.578273962367812,7.557590940722902,3.8716754715353217,4.182584297367633,3.7712934566956138,8.442713087714838,3.9522461904805084,4.044158400726177,3.314687662048296,4.3162983292939305,4.277633581222179,4.074840845503457,4.729748030127629,3.65449338808837,4.473475173246998,8.751708251535756,5.6227713346010315,4.5467649787625435,4.6082392451773275,9.242092416801167,8.906432297334758,8.618580726082048,8.948766205387827,4.357268190178181,5.919261764527368,2.944721543134357,9.466394314307975,3.632287843104731,4.575872259860298,4.449428913498122,9.346900265569019,8.12241018260768,7.619739034098522,8.810530451869052,7.561735572486413,3.9121973809065245,9.141870324715258,9.238097989979204,5.405955076481236,10.234399868757885,4.188367325364861,8.813412353613442,4.056973360382935,7.4115012486496905,3.870187576288025,5.814261930450876,8.44650424143379,3.7686221688368793,3.766989858170426,3.8847103716030666,7.210365644555841,4.125031497188699,8.745683691634236,3.474194291858926,10.335648509099281,3.3681583875765524,4.995984364449824
panther,3.888202741280916,9.364377888120842,4.717581869524703,7.700862910892083,5.188727103909128,6.364066232805219,4.698758896558823,4.647735200511465,3.1669616531770957,5.692366800976675,4.741866200148609,4.759968308536465,5.519094069827349,3.8248636399034455,3.1492250255945,3.5549966887853532,4.67077532191514,4.608234396367052,3.0066491938480966,8.007240614670405,5.691702249182017,3.118522741175749,3.085412655036151,3.2905308185222806,3.0565145491343015,5.753056156523677,4.663169306516308,3.194866175539923,5.9971308064728435,3.997174774047884,9.665779610761689,4.59720620318543,4.316764449854968,4.583410803074313,2.90597805023206,8.416590817535782,4.291340564856418,5.181243714713286,3.1536510310713712,4.787030878719098,3.8785552079804764,3.0321479384652057,9.272034559604572,6.1306277999868035,4.133625868732249,7.296971192717405,5.411103344410307,7.217457235341442,5.111777299357534,6.754321744392418,5.380024914167306,3.6118724044105153,3.4466940959677395,2.8933194424599327,2.8180959894078463,2.8156583771646253,3.4863715220748612,4.802393250355371,5.452006665973574,3.9912404789036233,4.597884200720735,2.87266490482613,7.091021316588373,3.8991800364475866,2.6639972765277857,3.211100525740013,3.3506278479405833,8.987908344270966,6.556299088020948,2.9328473221675386,10.555036841496273,4.624317376770449,8.317832096510458,5.159897794434306,4.593433012024689,4.972726555388532,3.479959286183637,5.122626303619475,4.210282758568238,3.170238483279142,7.410312824866278,3.187808080677442,6.013803709034638,4.287622457115607,3.141384256359356,8.395814755801908,3.526714290797205,0.0,4.224176580886894,8.704127953014341,5.350663753775865,5.045910204528031,7.070806422935886,3.687991257135639,4.085309053602318,2.9703405446810587,7.727226609202289,3.4818900234530505,4.579689980618561,3.446805798486631,8.133340078197929,3.4629264217277087,4.5956076119204194,2.972299311680252,2.9652171070153495,4.2848269192879025,2.5809103647923175,5.697942843095575,3.4884803941272917,3.6380445745285117,8.738297393007548,6.1046783060410945,4.769872308172088,5.038537934904318,9.0691438457624,8.869972528656827,8.895806341443741,8.849250228149742,5.25593910294924,6.198156799887869,3.133602485436477,9.658486029925076,2.8732573933068566,4.610810367716724,4.123740440299218,9.561822767907678,8.207246807058258,7.77800898983538,8.719113377531365,7.9908580684094135,3.7705219125229577,9.222205856070442,9.349939599962278,5.779254031288988,10.423369055436508,4.189997898390037,9.240247534716758,4.043613137984206,7.292058120616433,4.647699097035586,5.629218967327199,8.632150907031601,3.4641540771450745,3.7585731290339983,3.533829634807303,7.4790039143861975,3.504699174633628,8.767062232425742,3.128633856307142,10.37378819861139,3.1537363217060594,5.18631503308019
parrot,3.3244051104610417,7.165077345892551,3.050585287675373,5.512905335766073,3.817298353522598,4.322670812537252,3.5729694098316944,3.293295648255354,4.488435865091321,3.684996319083035,2.5862395250019965,4.041474849894475,4.54686207801733,3.4109157967557753,3.265576125302745,3.2843579795236106,3.609911431996775,2.3050328642117406,4.738720779690368,6.025380229229123,3.5010719722503394,4.136328941534743,5.375526712537144,3.438701928275867,4.251238781973978,4.07138510163991,3.0531862535530756,3.763383732373782,3.8478910556123287,3.698394878137217,7.421368172796119,2.838497864973221,2.8164823888200465,3.6113277772695738,3.574111142226706,6.246184194796857,4.11099606446309,3.2053119812083044,3.490306065740643,3.1551872784590484,4.2374943232625855,4.075163595534083,7.164133450611923,3.5132055770226036,5.6535381489758105,5.194927572321762,3.864902629800162,4.613161240857642,3.1698183650172664,4.64510384040062,3.0036614600010334,3.343963689788421,4.850296434093563,3.906335010380703,4.739072245909263,4.515701986291734,3.588646037789696,3.725077374336998,3.742884332669538,4.403023022666421,2.910925436011098,4.03184823937528,4.843657284434095,3.3704592738462003,4.33351212171788,5.247684418753615,4.3232857401934695,6.848994568597459,4.5841839895398975,4.019873316263216,8.05141316789802,3.8287016431151595,5.9815574345081695,3.3347547473127177,5.6482143082696465,3.7129222222604445,3.3216825087180193,6.834404389611061,3.2581949077061325,3.9679731044573714,5.244189542161509,3.838259441901653,3.2876124970184923,2.9940703165596743,4.594378928375551,6.28904112585881,3.966999857770425,4.224176580886894,0.0,6.250672470246204,2.9780961103318817,2.615774152095446,4.6460981598179,3.891243642162307,2.712295877139572,3.5703046319368212,5.595305589026889,4.253528999143227,3.282138102335195,3.7624668460808555,6.529753562995875,5.392577149871375,2.6022832860793077,4.438075554099304,5.4379513424164205,2.9913156120425275,4.421221615939092,3.3058241192075193,3.794212389318441,3.639347729606798,6.604553173328078,4.506997472565939,3.987552381866038,2.6117360865377313,6.937147885554411,6.733713364709859,6.350710332279811,6.731415297112244,3.228622721835039,3.601975429852837,3.0425861917858477,7.436026591469624,4.3530022237918615,3.198068186552699,3.3807756492029033,7.141209887187622,6.187137600644402,5.5252343849596555,6.420448209674946,5.745565096973032,3.718441064206148,7.03759988285102,7.216083673134955,3.5212541595919324,8.008407188311898,3.0140462409702065,6.8084882867151455,2.9518303707441453,5.300819764399107,2.961435317474572,3.711528838788023,6.409003028898109,2.854619243208936,3.142888455423646,3.6725564701330944,5.1495320883726325,4.809565089507884,6.379232514356127,3.6401174367398723,8.095461049751872,3.3965283409389917,3.299899189448672
peacock,6.983242513347942,2.3369124622909716,6.971149578530206,2.8467556444738173,6.369694185286707,5.020687349431733,5.06345893251914,5.167147731843292,9.283690268785026,4.4844959613016595,6.344716290762764,7.3919267475119295,5.495351194879679,7.062606230479546,7.266343847148329,7.488024772281769,7.4080579316165105,5.922822021667151,9.246290741029869,2.6170769233234954,4.615366823862463,8.530345307748963,10.421103535117021,7.4559469392971796,9.386466912735367,4.4944918553117725,5.460828760194079,8.67143563530361,4.699336100661361,7.486458168764533,3.12359099435971,5.29826376011755,6.1602144619830135,7.5007706362064495,8.53525356771843,2.8544501976525747,8.389535649311497,5.012799403138076,8.108477264955052,4.743923896962839,8.073835690831245,8.675603916386917,2.401932913915058,4.961634374610288,10.334671531686777,2.6470152148154193,6.5356392622854615,3.3186977651965526,6.393023924475329,3.298549492067582,5.147596532463052,7.235974166691167,9.884784393562695,8.34192782028749,9.523496081826334,9.317260617218505,8.559215950612689,5.390904959849317,5.408440251508847,9.151545479350442,6.549414210231399,8.82255472080436,3.152558316776859,7.780212735922964,8.803112234590724,10.334563556265081,9.393962079577392,3.3089909414660377,3.5307043385497927,8.2134902389938,2.979370548027681,8.23370591027074,2.3522751288132393,5.185230043880767,10.847707717071714,5.009237433024151,8.099481994471786,12.248338160546101,6.955445277516487,8.369764939263273,2.841393108552252,8.646965587222954,4.608879590072875,6.805537254081529,8.880292835140793,2.9632613871970412,8.655828811285753,8.704127953014341,6.250672470246204,0.0,6.1525490267270895,5.0372733180647895,4.788928518692344,8.418024121047132,7.37645632086368,7.512595792359344,3.2578661842753074,9.29484397951925,6.976587953849629,8.559014988518825,3.5711597165501043,10.428632656092665,6.060746854744934,9.55806090062451,10.342763030340782,5.673077338149117,8.805181729345088,6.206265943227172,8.0922499341136,6.867768669061656,2.7936314458661005,6.255762417304562,6.829885537110603,5.627022017893311,3.0089190273839317,2.718205649705707,2.393134725929007,2.4793362049296737,6.3469413511180965,3.834404661611641,7.421169303619566,2.9343877959868214,9.103915586858655,5.531514811389825,6.193763952553498,2.571678988474351,3.0463955261154396,2.9780796041078768,3.6338746275717955,3.169237769773329,8.354027619510774,3.535558440937514,2.588039669609492,4.995956286000767,3.167267742732213,6.1962511622147165,3.107538340489471,6.754560638348145,2.838914934941326,6.518758816911124,4.196569523301517,3.052679523875864,7.205097373952981,6.48925366167264,7.711402503342738,2.8770061771671314,9.870078219152436,2.2988448907982755,8.380455814704616,3.226275709286341,7.499056912320143,5.477707180461636
pelican,4.162526325913665,7.148840374765824,2.811510157679596,5.755268105926541,4.773340912006232,4.743158960748014,3.8520241092243968,3.6878002849922153,5.356146863379434,4.035176309940238,3.0986150563070143,5.373710139453941,5.795204186836872,4.268256026869743,4.02325031403649,4.360465050112201,4.045873058971105,2.914576093250972,5.812201933972576,5.800085224210418,4.150884877511033,4.997177846163929,6.349456016812317,4.564446836798945,5.460509859033702,4.772724204761804,3.2564008830094084,4.752882154013336,4.517854321485723,4.826753699090425,7.532811278495867,3.3691177027045347,3.4319333281376543,4.691656463360276,4.635659623840146,6.279888857885057,5.039118588101087,3.124791036923627,4.4675737159803495,3.733409890170486,5.223046952802664,5.045454499749428,7.226856692598412,3.520240260760717,6.909660126083509,5.403600742792323,4.28411607113623,4.688403299532027,3.1703610170314893,4.656657327326202,3.1736888944697847,4.341850245548628,5.381483839747012,5.027311800705597,5.980906731534599,5.691644409807596,4.6678479171519065,4.53839934812698,4.305798421346789,5.37540853676912,3.5448722026302257,5.07665528356634,5.349274996423566,3.9084799479939716,5.2713854019657065,6.397976003017679,4.88085456860172,6.934497977330792,4.9078809697046974,5.113238895144079,7.702490035210928,4.450785134065073,5.922160193863617,3.809639082164911,5.959620645659433,4.49957668075682,4.213679827673722,7.725089070965012,4.46952270544205,5.134899200831027,5.470998447729476,5.015260784433379,3.3373717026747816,3.2589338189424906,5.87670691909382,6.690218757532571,4.534240301181264,5.350663753775865,2.9780961103318817,6.1525490267270895,0.0,2.9441334859639094,3.8276391594699994,4.842482162247969,3.342223989401301,4.279734559207196,5.409309129112339,5.323469489659009,3.8204075412800553,5.062030141272782,6.7557942284075265,6.438516757679823,2.5261744370324113,5.5259486196780045,6.44819808496461,3.3254152147115446,5.5206739751327,3.0757198377151003,4.98144560375648,4.561433118888436,6.832983414929542,5.07564249468088,4.920546187803945,2.7353011548908825,7.309624096432388,6.870442301371628,6.1566236026265875,6.805260374355932,2.9404625914711127,3.422627937461982,3.4415374521385256,6.917614816184159,5.529233079396178,3.9205787726895123,4.536576520487464,7.10431111925987,5.995630896190595,5.702366606184874,6.630732277026257,5.595517751696021,4.994370268464588,7.006799729079564,6.877519960169914,4.214486989982327,7.789554526369826,4.126588333819269,6.379474692897866,4.2193171014365225,5.653450914418829,3.871006966067488,4.436696676994219,6.288075521546173,3.4537915115575326,4.089207860723851,4.990095433043821,5.131502816047337,5.93081642856072,6.290944986563394,4.923494598920114,8.186436364045335,4.418788802554905,3.8674703680912472
