,aardvark,alligator,alpaca,ant,anteater,antelope,badger,bat1,bear,beaver,bird,bison,blowfish,boar,bull,calf1,camel,cardinal,cat,catfish,cheetah,chick,chihuahua,chinchilla,chipmunk,cobra,cockatoo,cougar,cow,coyote,crayfish,crow,dalmatian,deer,dog,dolphin,donkey,duck,duckling,eagle,elephant,ferret,fish,flamingo,fox,frog,gazelle,giraffe,goat,goldfish,goose,gopher,gorilla,groundhog,guinea_pig,hamster,hawk,hedgehog,hippopotamus,horse,hummingbird,hyena,iguana,kangaroo,kitten,koala,lamb,leech,leopard,lion,lizard,llama,lobster,manatee,meerkat,mole,mongoose,monkey,moose,mouse1,octopus,orangutan,ostrich,otter,owl,oyster,panda,panther,parrot,peacock,pelican,penguin,pheasant,pig,pigeon,piglet,platypus,polar_bear,pony,poodle,porcupine,possum,puffin,pug,puppy,rabbit,raccoon,racehorse,ram,rat,rattlesnake,reindeer,rhinoceros,rooster,sardine,scallop,scorpion,sea_urchin,seagull,seahorse,seal,shark,sheep,skunk,sloth,slug,snail,snake,spider,squid,squirrel,starfish,stingray,swan,swordfish,tarantula,tick,tiger,toad,toucan,turkey,turtle,vulture,walrus,warthog,wasp,weasel,whale,wolf,worm,yak,zebra
cobra,4.705955850056091,5.107035671704831,5.2198152502306145,3.4148035651368014,4.290285102403816,3.8283983465623037,3.711893437562564,3.309029752408966,6.5684000574013295,3.607255090866498,4.335745283420069,4.820614967259502,3.1472684351507856,4.517879888232224,4.58208527265681,4.665976648289267,4.940437454659662,3.8160564428090984,6.333615179764995,4.603888898774444,3.2903164446696773,5.814343456041365,7.2859972597344616,4.810927502053284,6.259925899098373,0.0,3.8499825489392276,5.814315344353315,3.467576061035004,4.796384694357184,5.262468358474391,3.314775796154182,3.576641895096373,4.8000778596548885,5.666187956157118,4.251061929903726,5.655673516047321,3.591975539707611,5.325196519996264,3.0087857088940666,5.224024354280453,5.943962469524002,5.165829567517638,3.7626762308995265,7.173715915134164,3.456301084945795,4.579165619818356,3.6235593337084984,4.661797698363996,3.7269163318300276,3.467916847717812,4.535419114547829,7.0374462146642305,5.411818223878326,6.479500817136079,6.335935137941081,5.285496042322396,3.626046927300946,3.9552860613580187,6.147143992719277,3.7697772107593366,5.873209721724093,3.2568796730161558,5.314921624736414,5.8551783176087095,7.056648573886739,6.57937230509775,4.85866967896508,3.2399076161610854,5.350313423016519,6.418796718436263,5.559269130207598,4.264492444009816,3.434834839721045,8.063073896060203,3.5783479517541714,5.242103573732346,9.216084628361243,4.26880937987568,5.3786407937333225,3.3454383472232143,5.7717839381187535,3.652996461830137,4.850729263921105,5.580044927139532,4.1147134934239205,6.0021271728727585,5.753056156523677,4.07138510163991,4.4944918553117725,4.772724204761804,3.513187170918185,5.387624756211219,5.6509391990622895,5.076326342301777,5.070884184975031,4.583181607193823,6.312705370645137,4.691497682638021,5.460688220281736,4.794094687996199,7.392068192553211,4.113065588503541,6.401659301616792,7.210962137496327,3.9342986361712793,5.7697487454463285,4.8962482916605214,4.912052398124516,4.613443381567111,4.194886064504355,4.5837187843678455,4.147110711255278,4.184517878767916,4.598036058825916,4.5692913288213655,4.378849598004916,4.895969731968248,4.746420241359529,3.185939108327092,4.760234335169502,5.767384231477783,5.9897678244113415,3.607173842012522,3.7098030906778363,5.180318681689402,4.728827791458522,3.553962439994473,4.266268470103957,4.4804695056418,5.519260755827392,5.11695867579548,5.343349553984268,2.8879215165565815,5.863889234789952,3.633377657178572,5.492429991265889,4.123079035768752,3.228787293205567,3.869589188448143,2.93320548002813,4.847528065240911,4.6793454962748875,3.8997328994735403,4.855602858472064,3.838243851448,6.643035719186175,4.552419376691919,5.247407267241388,5.776553945921734,4.737605954620218,3.563914179134976
cockatoo,3.243098385593362,6.207539080979768,3.3110638011831766,4.807950286307901,4.048171763760293,3.93126996865054,2.735467609859346,2.5694368344173077,5.008116184836601,3.1632064058575455,3.281916924519484,4.412362952900645,4.196441796041536,3.4739298487083916,3.3445323255458264,3.628369547131249,4.090461390047577,2.8841594510436765,5.070838467145778,4.869390710729683,3.2297116006766236,4.089367593763263,5.834970012034474,3.97151168918849,5.025941695482981,3.8499825489392276,0.0,4.259383801622716,3.715342054296858,3.928669290059444,6.5775218151999235,2.7110650869915442,3.0044424854722767,4.249690800230444,4.356440650639352,5.384478878981358,4.460330141473084,3.10033914399823,3.882925030287519,2.497460576246004,4.279788838394586,4.204651964756204,6.040892723389803,3.2434711580309656,6.1634388834319465,4.286591429750132,3.6943921356448284,4.120725434485283,3.218481553490663,3.819898467514581,3.225031030337742,3.601060541306088,5.586366118575155,4.259689227929692,5.306078325889025,5.050504384778969,4.634848411146975,3.124152751498625,3.214199176279478,5.089147768416324,3.720202227161518,4.546215962443693,4.029857445111243,3.807503102050893,4.566169493315065,6.034786610091734,4.753206561903801,6.09313527904878,3.7746738458923264,4.134239774936486,7.148984064487273,4.509932675836542,5.203877317565686,3.003423502521666,6.562801854251577,3.2071873414783414,3.86745152462087,7.8382341531791075,3.875383833733356,4.449174457661842,4.4862467085597,4.695597249961568,3.441577469729067,3.4495790822499353,4.984734170701558,5.616659316169013,4.687376393692494,4.663169306516308,3.0531862535530756,5.460828760194079,3.2564008830094084,2.9753401704143605,4.5096329642863155,4.347300441331985,3.7195939822348976,3.392953676743139,4.773584152048095,4.797865437534395,3.4691024003078943,4.608376294402691,5.2510721141832475,6.0046230992295175,3.1502425867603367,5.364218779136871,5.906709285265503,2.3227917239806297,4.758676365590479,3.686715427936369,4.277565602114822,3.196138146480236,5.876404436595314,4.45566637824363,3.925544739362075,2.8047445538006173,6.256292463128134,5.868835270191226,5.704701520841428,5.786656642344696,3.4931315119471535,3.118990183694799,3.4379773544714287,6.376951588475161,4.831054738571548,3.1027632046985367,3.2210485690262844,6.286861336397158,5.0590729126074,4.961689661376958,5.87911371704542,5.032557375004471,4.402827855495912,6.233786073265533,6.17974645974807,3.32547145350827,7.20073899287869,3.3655321495546846,6.0122598775638965,3.445374001792335,4.533292457762916,3.875250052043847,3.2052052513946814,5.470312345501048,3.374882154655632,3.3639884465518275,4.15546784739953,4.410219689247222,5.677692752961691,5.547192858906588,4.396892577231815,7.305619972122263,3.7308940565558437,3.338178810822134
cougar,3.287688542802471,9.337068986432184,3.6662044766675694,7.69057926744759,4.606439949285519,5.643011020217097,4.773939509538075,4.622943784788047,2.6644255938566266,5.224619685940108,3.8855470336278195,3.822102675190391,5.551624751983752,3.3807597327707897,3.2226334825237277,2.5495631147758226,3.31812889901078,4.1487980317136905,3.0128817338974847,8.011056527645524,5.0782906747419645,2.992195165727104,3.2513593094532447,3.174010910406854,2.3833762621180594,5.814315344353315,4.259383801622716,0.0,5.523596398370669,2.9383261551382125,9.48013460731909,4.326802553360931,3.9989620826241823,3.459596882011855,2.6241101038574657,8.338813062377216,2.848150428892715,5.040457865882391,2.5126061011604772,4.798044063607355,3.261357833374488,2.4990134431720596,9.239319659011649,5.372558874742765,3.3763961131973854,7.204318348782348,4.213572798650537,6.753292312955264,4.083385367870951,6.570650940745488,5.074932233989316,2.858838294155132,3.3630407654279404,2.9754771241894202,3.2618695703795764,2.8292000223013094,2.81837061600336,4.625513892110743,4.6633281468843375,3.0653567092153593,3.9364648863200222,2.1326025210982835,6.814618126662749,2.814471580676944,3.0025421494356097,3.528984402915747,2.56953551889481,8.935113587393769,6.214032390216106,2.8878894852627406,10.325156106621426,3.506938269252934,8.245962531976197,4.616246896045581,4.338691745568962,5.116024923182952,2.356546750332008,4.822322201615821,3.5126753824498267,2.765762531150496,7.357566142487365,3.2003537825384045,5.368717516574505,3.530592090051952,3.514758919696003,8.398466644142283,3.504792074674127,3.194866175539923,3.763383732373782,8.67143563530361,4.752882154013336,4.744929332298011,6.710710062561517,2.823896494381054,3.4538035580396405,2.980289592285159,7.443758961821243,2.1782311735523416,3.3597212083633656,2.997916881915591,7.994473895138152,3.2842086760639977,4.179402830591405,3.2563571115078007,3.369228600887825,3.7578421750532773,3.0717900778324623,4.681152574604102,3.0961934872975383,3.3801955374545534,8.737386746165228,5.180810267743011,4.1869656557867545,4.338849911759843,9.146200885224626,8.920708382262085,8.664734849332861,8.937749220761958,4.485921126896279,5.895671621543517,3.1029766547311506,9.542015493594965,2.665575511566738,4.5770767833631245,3.8970534219429167,9.412153133666605,8.173210371293179,7.70986518146883,8.63025258078143,7.919815046801217,2.894789363890493,9.150253080695373,9.390539061511836,5.337600906722384,10.290242145959056,4.168741961409607,8.981885260884766,3.239194005065097,7.290288925868277,4.246492294883034,5.56749455760492,8.300703129497364,3.143776110639367,3.701875933136617,3.044120366007222,7.37960153423774,2.9550609863756043,8.64359524489756,2.4429682863851783,10.297827382515548,2.9961668069153315,4.605550987655242
cow,3.76594434270292,5.054579581700993,4.5437159465986365,3.6821584589828995,2.991962088516143,2.2080886628735836,3.4679287074964433,3.0405009414148703,6.008123523208497,2.7112819136972752,3.496047789411592,3.8911470081649018,3.944133405352924,4.209510924163567,4.318406663625929,4.020000194923539,3.9829702276310726,3.7724347486334273,6.26302127851762,4.205464500901398,2.5535962362855966,5.744220075511628,7.379162084052003,4.43242486897172,6.206968680690166,3.467576061035004,3.715342054296858,5.523596398370669,0.0,3.9896274896339174,4.9582939562837955,3.115971044454485,3.701056967062781,3.843809156207689,5.664335397456818,4.182955871302098,4.744522678746276,3.678055037876231,5.149261499983965,3.0238837240272494,4.658994963918072,5.962075124484729,5.138912520415437,2.5608492224000483,6.9532753236844425,3.6360790040469473,3.1535742871191395,2.6778330632730056,3.502210915206126,3.112092706586452,3.3059116041796663,4.093462400178624,7.210280213373669,5.723624723658117,6.739664738094727,6.298792438373044,5.406547884679465,3.544292098673866,2.4689617395844072,5.609790179213982,3.5148891650120393,5.702066518723976,3.3479854525517645,4.644111768429117,6.148198990582154,7.418843954028942,6.388768039012339,4.4464028331837255,3.065870310745305,5.602225930558474,6.006546111607184,4.862796453333664,4.031068859639214,2.358310434294215,8.361580826221408,3.1601414717461536,4.9062364182980165,9.457695933673053,3.3454882673381823,5.103341550601246,3.5195608459617422,5.6606566807973335,2.697975949258709,4.514351743943738,6.410523157358992,4.171868911817474,5.691446810533122,5.9971308064728435,3.8478910556123287,4.699336100661361,4.517854321485723,3.3796077668582827,4.71570924683997,4.8714038170286065,4.7325142106988975,4.722343948252264,3.7490820854337095,5.926570511451717,3.6041585212338973,5.443988502518252,4.369526204018008,7.419434136186683,3.7616394766869896,6.5756185466753525,7.503999987534975,3.4672230133802615,6.159646193023574,3.592269585713935,5.002513676034468,4.396069226124674,4.412166258461437,2.7521768398487265,3.2715404502819494,3.4443484183605855,5.0438979496931475,4.726074844346118,4.292066002113838,4.984512734997353,3.83206360014505,3.1846483700375687,4.816951873287006,5.253783345855375,5.87986369669887,3.0074429430470033,3.479496551556835,4.844289549156178,4.284089440941693,3.4636314933938737,4.866055743956141,3.73637498129018,5.115941854884881,4.888625107754646,5.2645635317829464,2.3855270358389764,5.649313876654617,3.319834224693502,4.862793752918931,3.980370358853706,3.405914069945426,3.6083493182227437,3.113415046289859,4.134902018408649,4.934949507039436,3.7221293772655897,4.329316448279245,3.6732018301374043,6.648385223795502,4.398827836402101,5.157170423532115,5.694467440322025,4.254232928214552,2.612035573978191
coyote,2.8682748988786306,7.929187850601154,3.825210146912792,6.4530277151988855,3.4279207849573443,4.087211308183471,3.983286731941609,3.8870681147775303,3.405467338852899,4.180073302888084,3.470041171892323,2.9006699405653924,4.6142716075295755,2.996052703691932,3.4528199227556975,2.299274124921019,2.9559865859677243,3.9807350747551915,3.647377939479103,6.799367825408807,3.907884710137445,3.688238386622723,4.731880903025756,3.07393981048468,3.582023274716258,4.796384694357184,3.928669290059444,2.9383261551382125,3.9896274896339174,0.0,7.949894382052881,3.6451064254054075,3.6138747550070955,2.459986174905706,3.6373964755533645,7.133180458501507,2.6747918023426474,4.667892540090405,2.9682902112968548,3.973138510267548,3.158268084448534,3.569406544522147,7.929561689990969,4.296100932670551,3.89094959492481,6.041204393451568,2.9489510288545913,5.381619128745306,3.4369525231842655,5.5240756859554025,4.423945059180699,2.3527114666072615,4.968938660337638,3.498522928904927,4.4421333055227885,3.961529908613006,3.367204386117971,3.651202055561023,3.349559201839652,3.5837308309316347,3.3887715009875405,2.999046982924692,5.617124093065485,2.799389183189051,4.088980347387696,4.921754940023326,3.9107147523573764,7.5080054965779075,4.931403795605764,3.3649528009135983,9.034991833525403,3.1770541219230406,6.942254214188702,3.6092578139878224,6.000517089501523,4.130466291635483,2.683279071146066,6.6597931735806295,2.611948259820809,3.0956817422154086,6.108524310644846,4.022277307057775,4.386653931577736,3.755768053632591,4.203765764856233,7.0466841653289185,4.359077556406509,3.997174774047884,3.698394878137217,7.486458168764533,4.826753699090425,4.289235032192665,6.176571443316908,3.0286736320389487,3.714857083687768,3.1139280294556184,6.240856648171704,3.1540283350116884,2.6227749968739684,3.443581415774875,6.427495263909508,4.767304382037569,4.027228501281397,4.452817526733379,4.831071531170984,3.2108198707585074,3.899970128619842,4.1985520686509,3.3310896374069086,3.182866908035764,7.370598353242306,3.4279288316766614,3.101384398636898,3.8544829863682066,7.877769228190288,7.562592820931649,7.3386729067502445,7.668273637170279,3.970553251767734,5.128490981677243,3.4731530378746203,8.241780911202772,3.3719832908391787,3.547859539434319,3.0214590476612972,8.01405695049812,6.993916674433261,6.420663455914845,7.360677033823213,6.735313010015232,3.0627585069515755,7.750765605866742,8.198115401936901,4.116805396661352,8.85083511204137,3.5140206278447828,7.749206655996302,2.9122954969761436,5.999148716571644,3.823686920617735,4.63058824656762,6.845788535855839,3.6709418828184335,3.3437813535442746,2.5310839079534206,6.343708710561257,3.8868827485463098,7.373027270468805,2.8214573797311893,8.804439207147949,2.6943198407133333,3.6561201692901353
crayfish,7.583125933408316,2.6434248466283656,8.213209311958886,3.049345948965679,6.377798590688123,5.116978064155297,6.167256287267803,5.9976615898579935,10.0288326814912,5.118801732203731,7.1281552940576285,7.508615029059135,5.96187488483999,7.70756039522137,8.155977703594932,8.139151485081552,7.951952886380458,6.9636452906340365,9.859163282531442,3.608227534153618,5.286598535708067,9.281337291200975,11.188038414515967,8.173203155380635,10.168742120129242,5.262468358474391,6.5775218151999235,9.48013460731909,4.9582939562837955,7.949894382052881,0.0,6.374573890834211,7.1401853335566505,7.781404702530816,9.421321590770216,2.9136564259743456,8.988802780597654,6.489053869462313,8.986860500431735,5.663221554472107,8.378393818465943,9.605568861582654,2.7622815060970196,5.444194192017371,10.708815460601896,3.4090339628564506,6.973858516341497,3.704617638225462,7.175531013329164,4.189269790527339,5.981113680021924,7.956982041128815,11.029169066768407,9.29317613342582,10.448040114177232,10.10511727510244,9.288719835153968,6.1955659919989525,5.79930798525136,9.471111568349816,7.237424074999623,9.604675715459079,3.7114014445653067,8.503643674680957,9.806828660851485,11.152665237753629,10.39783042143199,2.570562675914343,4.133853578053741,9.114583952400151,3.369720391966615,8.778317373009225,3.0263411724029923,5.826980725177447,12.202186814611226,5.663846934463102,8.90966069515843,13.282514489938183,7.370756811388741,8.853311515224398,3.4669488498616214,9.349927004804053,5.568848288540088,8.144721419034036,9.862779376265491,2.449954889289554,9.61872422046023,9.665779610761689,7.421368172796119,3.12359099435971,7.532811278495867,6.375107496685413,6.541535011291031,8.87305593046023,8.478348892452507,8.54185676650003,3.9444312989042523,10.002010661383602,7.555565507761566,9.204910197989081,3.803939134833959,11.296485555165308,7.290639430197613,10.499564617126172,11.275972965094924,6.675990664551956,9.830009390538212,7.084378333569431,8.676853913268781,7.840477894039528,2.7188360226333117,6.35150112007931,6.946742592735339,6.688825608183612,2.824394359863063,2.4800104244469523,2.8540202227132143,3.110373996225871,7.253296528518128,4.97045855534986,8.537464793930182,3.2644209525347,9.823252742418298,6.331152476822366,6.65727534111891,2.2100770760058412,3.2566795472843757,2.981809501262448,3.8024631613238467,3.463022036368475,8.876603323210489,2.41771010490355,3.117191480316086,5.220459493909788,2.8848836304193077,6.889025212537499,3.8564795448284914,7.585022244345447,3.6021786769043147,7.140201687483985,5.350491576136518,3.207877646996686,8.420868089459347,7.164386504692294,8.04775141045627,3.8532860830074935,10.527841103847711,3.014735334518419,9.042760071518211,2.666836778247632,8.087019580534438,6.08555482266174
crow,3.324601682523141,6.0837076286907505,3.4574675531686476,4.563501135500686,3.7400672399128405,3.524928649757052,2.8702468658609153,2.7808191422705693,5.054356679342154,3.0167385778795377,2.876156464119889,4.118979941632915,4.166638826874952,3.5311331341536305,3.3317139278115,3.5179377295210075,3.6043704117327104,2.703186977681036,5.201567857896177,4.941878168839517,3.118060714038408,4.5851885166452195,6.0922571050505026,3.909857736217865,5.024801288302101,3.314775796154182,2.7110650869915442,4.326802553360931,3.115971044454485,3.6451064254054075,6.374573890834211,0.0,2.7280263389801305,3.931113022807672,4.372994650644646,5.025781463387251,4.2666615013357685,2.662746641292789,4.05275240568003,2.2654023992236683,4.139641001162838,4.454399965766197,6.0631360872356765,3.2059431401781597,6.073613993309736,4.097205644453026,3.2828006156961287,3.7976869047495265,3.40555755108272,3.7885972893326705,2.7768961162653194,3.3435638774785708,5.552228342291768,4.248033078892988,5.561490883450084,5.215887795772018,4.174766901420194,3.322999759791333,3.0712037196982047,4.841316320554185,3.0246955931983033,4.41040146769698,3.968345971063006,3.8047420612627874,4.731037929502152,6.116682696058648,5.058009405443447,5.80224396902154,3.575774033464043,4.258157298200977,7.027963675712476,4.349642024701638,4.99805992671525,2.5675770068597257,6.607138951030148,3.2739815532020624,3.9953766776907296,7.841526432946856,3.332991257021568,4.480737040675555,4.321171310276024,4.857598566708631,2.6992784897270523,3.5095392492506954,5.001050500115959,5.44709924940713,4.8870330791949685,4.59720620318543,2.838497864973221,5.29826376011755,3.3691177027045347,2.466347249054514,4.231746659854789,4.547770865196064,3.4378672490311937,3.615305224492942,4.643237892228429,4.767418336121151,3.320846016811486,4.584082152599112,5.169653495086232,6.294939421402245,2.7361500140798705,5.478365336680091,6.033963981447041,2.5944464914230028,4.843767101745316,3.5487204101100276,4.464454147985468,3.357896691253989,5.644336600042848,3.94310016466957,3.6035600356335697,2.8535410357634854,6.085420251923309,5.811064926498619,5.35559965825603,5.735243598835946,3.354636381813051,3.1878435877009488,3.5770388326491074,6.204222078937824,4.822974754884927,2.8651433456178688,3.31043337243952,6.165062441051003,5.159714828545067,4.730273364928492,5.617694434488679,5.014852256189705,4.528668258531826,6.156059624139077,6.110121886577742,3.2061906917979934,6.879691808822885,3.143182757638357,5.816830408458653,3.417549059699365,4.2438889372861714,3.427598215194821,3.110669228750764,5.200222616070075,3.173944332767821,3.07943596571577,3.903390828639817,4.298589886870561,5.5774339016758345,5.195907617069393,4.262480177393394,7.092256795431542,3.591087429813144,2.8089656988170155
dalmatian,3.7515390018801402,6.914903849939891,3.447493710895812,5.16429205611994,3.968576214705088,4.230029488162349,3.4982879634795983,3.3848542175607066,4.621366818322768,3.941654632652804,3.2357958705051866,4.095669087504705,4.151548680995439,3.1323102558484646,2.9349733911653155,3.1545566079837934,3.6157002107063083,2.8130436065594533,4.825745761901499,5.9832788136438015,3.335667715747052,4.606993382040759,5.586540907398944,3.854964495112251,4.502310920558684,3.576641895096373,3.0044424854722767,3.9989620826241823,3.701056967062781,3.6138747550070955,7.1401853335566505,2.7280263389801305,0.0,3.5600799166089527,3.6968695619866456,5.911711019873249,3.92768621213897,3.470801232974897,3.7986056233148764,3.163242302494489,4.0318079940459235,4.223238956370171,6.945692866467693,3.5513407839008435,5.586072520464123,4.92822516565127,3.6559999648706447,4.461766165185017,3.410454573947079,4.750783520256187,2.925174176278475,3.480899463383614,5.046155301766986,3.837333883754962,5.004301535917926,4.809619673953632,3.620153875552596,3.705872113266057,3.7059743510539485,4.369812916892175,3.0248091864610847,4.095690772114351,4.482514349663049,3.610553366322142,4.503704272551645,5.391065262222803,4.516510305090085,6.793005166197064,4.283828757622492,3.796981851163842,8.081895022277768,3.838828991438033,5.82696416287144,3.4204399770367195,5.8328466081854735,3.9479840881855894,3.3631671078504506,7.200671438193535,3.3559317446467287,4.224732658828751,5.059962513342745,4.197586366146753,3.4271271790399944,3.5295234277161582,4.358465089507609,6.15173549953032,4.268762856416369,4.316764449854968,2.8164823888200465,6.1602144619830135,3.4319333281376543,2.7915536994254775,5.159786311148965,4.16677474297632,3.2243875093776126,3.699692652893818,5.793849676035305,4.41724859382418,3.336167152590677,3.538493238207249,6.248919912886903,5.645315214559898,3.0272428795139015,4.7188364560893445,5.640017093591307,3.0737334678166097,4.406501091203031,3.5850746411718517,3.6448747197103155,3.754808065929575,6.320206046075162,4.391314578991119,3.288624591825833,3.0642390652384264,6.736354831928962,6.57794058938859,6.090189140598766,6.68109499179148,3.84178705940709,3.673252429405161,3.1832917000669165,7.28835973683469,4.236763461772279,3.3803978503077987,3.394722374897409,7.019731902163562,6.242895384335167,5.457014308370665,5.892090190823812,5.825290042936436,3.9623209802238484,6.791187663600748,6.989315228449338,3.3863134750559807,7.773977073192876,2.9507038627797164,6.905414844512827,3.025472348580266,4.933089135505248,3.2370681234029646,3.495532671582746,6.342340038565882,2.8629779536193793,3.2419804585419207,3.6676571459275538,5.287256181664138,5.028262221321203,6.201622791741888,3.763854747214934,7.831411923643615,3.2357590563187406,2.9092219573165976
deer,3.273151989095623,8.014183553645902,3.903423219386473,6.323183230397335,3.130375488891452,4.125364602352797,4.539550797995325,4.192257744682137,4.003231906257295,4.387369975187194,3.273659783532568,2.8718931905677656,4.737539462568731,3.4060359349149145,3.660279947224312,2.4757135242112516,3.030868525417771,3.9283230929460773,3.98626918395887,6.990534845323782,3.969000713379059,4.2986016183747395,5.008755508964973,3.277108472935605,3.954919335338302,4.8000778596548885,4.249690800230444,3.459596882011855,3.843809156207689,2.459986174905706,7.781404702530816,3.931113022807672,3.5600799166089527,0.0,3.8167983721661676,7.050514048371404,3.0691999419122054,4.903879687120001,3.588947805915408,4.321001812966116,3.5242021718016865,4.2999812264806145,8.04824166636094,3.8569506081083222,4.288110226604644,6.153909955894888,3.199795746262865,5.131908900344284,3.1467416332242513,5.585432643653938,4.003080710086355,3.05020108569169,5.425732935842865,4.133074175062084,5.045738226971255,4.411391701399019,3.3974000422098483,4.200028023381322,3.6686626264873645,3.3122715463111314,3.00682778021046,3.711105150221058,5.656974614104878,3.1100606261501755,4.726383925191319,5.139453689286189,4.317606030941212,7.389532346009284,5.2326259070508065,4.131039947073063,9.059067555226571,2.6173711636166974,6.970708184494807,3.765319708192952,6.2289420769150645,4.46001818643122,3.102913211456747,6.913940804905021,2.5855945408265004,3.2299787345786095,6.137316873210551,4.029897165095656,4.220249208773009,4.081957071247123,4.753308064666239,6.922228221387907,4.476045329737812,4.583410803074313,3.6113277772695738,7.5007706362064495,4.691656463360276,4.264108703220975,6.313373415498216,3.002647618919494,3.615976647524348,3.9631100626136657,6.375162165765227,3.790127725197599,2.8983245129913073,3.287836538805885,6.999045302618276,5.277838418607466,3.974395416692951,4.610438322217408,5.427996704396652,3.655667958922556,4.66061138822559,3.935586096663534,3.2880158050209185,4.0364478698533235,7.350043281036879,3.2809452725992667,3.142074865466496,3.6426867763958355,7.739382768318518,7.56297933160528,7.118116109189868,7.815666377035852,3.8341313864803594,4.9681934031148876,3.8416715097972385,8.31776355009097,3.7348508567296435,3.8502576733527616,3.2820682522585733,7.916442236110964,7.054875657076616,6.230324146289024,7.210794915058144,6.528490977929054,3.043053364889915,7.443904292856209,8.22733572809699,3.776999459964571,8.742378427633557,3.653950335403794,7.773014010673796,3.2181058543341585,6.182329250866148,3.3369555309959975,4.89162024409116,7.0289885878611305,4.144369094935345,3.5615386075186346,2.770548152173015,6.404247592430377,3.935930917237859,7.398232876163601,3.123667901794591,8.732445159756384,3.076170549234847,3.4432857911182646
dog,3.866804049354024,9.284743008127574,3.9262775674901325,7.5045354753830305,4.659465694805262,5.96227301357798,4.647874776251054,4.564113571219467,2.8321953959272603,5.309054805437008,3.873293860522039,4.231335596127578,5.389382269556521,3.217827755586909,3.0515801751599643,3.135317179524295,3.9886350757164557,3.805590974908468,2.790461919308957,8.064705150854325,5.244512492348353,3.12961275802648,3.1591617352637313,3.225742207750373,2.501017535973903,5.666187956157118,4.356440650639352,2.6241101038574657,5.664335397456818,3.6373964755533645,9.421321590770216,4.372994650644646,3.6968695619866456,3.8167983721661676,0.0,8.337051893353884,3.8373749427691735,5.126817503230979,2.9208387977999055,4.762637543788716,3.856409830486184,2.6179958215171486,9.22946826740431,5.482336549605498,3.7629578893934434,7.112416646733411,4.846691026850742,6.7084382604028745,4.334898466100271,6.679326562421187,4.7605829691775865,3.2809108129148683,3.1750570072064317,2.4557677704088294,3.0618613614690995,2.8382069553489555,2.8296904330960833,4.503780877383603,5.081172538901375,3.2445697711838797,3.8997912857803727,2.562176066595009,6.736928104269241,3.3101019916209924,2.8724637268081468,3.01357266278768,2.9457489968104973,8.979731900500543,6.341131109892581,2.7322442006646304,10.41340052673801,3.442719269760351,8.195310999615051,4.9512366318498335,4.004981300467704,4.8993430886215235,2.758166841352796,4.603456264257463,3.7847561622469246,2.986022612522329,7.338826822155008,2.6295502562583057,5.458680451731662,3.6421474765061923,3.2502991581060576,8.287587055346481,2.996012524089479,2.90597805023206,3.574111142226706,8.53525356771843,4.635659623840146,4.633547663318087,6.811811404898551,3.1931432579872356,3.5250023887405786,3.346457704598592,7.64001114372795,2.9543287617639127,3.9289814462617505,2.5779966687490896,8.158534657836919,3.4305730280809126,4.071019725712599,2.6339352010927346,3.4648914685773318,3.989387880129027,3.158305319211524,4.831564768601632,3.046885878171549,3.888446349108116,8.719767649590775,5.540053302099916,4.35720278706415,4.251855668485801,8.977121692612643,8.821023860292469,8.598004486088346,8.786822814213895,4.76430008958399,5.769045052726609,2.7369795337587117,9.60787419399495,2.8926791218000467,4.376348542116801,3.9635844904446587,9.332193293479332,8.155841164977952,7.653425452623052,8.341260349145145,7.869710151029979,2.851569031890726,9.041530078971197,9.281707669983057,5.243806862111635,10.28061526775327,4.006362667415623,9.039251125513807,3.468638534222139,7.23445827995483,4.028101720580917,5.501757025689808,8.450251394214083,2.888620502258228,3.5253359001752558,3.0985375469060044,7.281481385216374,2.936000707731571,8.635887715804524,2.394544276088168,10.280579171204355,2.8993358717485487,4.684174439892667
