,animal,body part,clothing,clothing accessory,container,dessert,drink,electronic device,food,furniture,home decor,kitchen appliance,kitchen tool,medical equipment,musical instrument,office supply,part of car,plant,sports equipment,tool,toy,vehicle,weapon
animal,0.0,0.580994086982956,0.4658223758580061,0.34689013358956566,1.3013303163898597,0.31386767164976503,0.5258980669377766,1.4779073996354843,0.4398189740706093,1.4448441713953075,0.9753475690086643,1.1468706617819335,0.7195269978352348,1.0998890139383042,1.110064241745078,1.4500134110309244,1.5012449223664195,1.1553093881031145,0.8785230021328616,0.7012608737621869,0.2194427269530992,1.0811784713841017,0.6157027160005814
body part,0.580994086982956,-2.220446049250313e-16,0.8134985221697524,0.8387489121832165,1.0017558244734428,0.6951371332905751,0.6780334797798246,1.3971051869377304,1.030410019246889,1.2699370068594789,1.7303054159194786,1.437700758398967,0.5081837061619572,0.43475327872479674,1.5518752646255642,0.6140784589317153,1.4865690533169864,1.7681727107967646,1.204223984581576,0.7823645418827792,0.9838859742585978,1.6682123308778949,0.8972970586840707
clothing,0.4658223758580061,0.8134985221697524,0.0,0.5932284370442195,0.9033886000070825,0.9070579221517072,0.6815118384592412,1.1935402101984482,0.9191542016859788,1.297355904667948,0.7973118543603436,1.0384057053725655,0.8767367649550342,1.0238116031536793,0.8748968590371317,1.342176835049064,1.287722115568309,1.0306453340071993,0.8638779793444626,0.9465904507665457,0.5213254409834769,1.1182091699141121,1.0222324071285067
clothing accessory,0.34689013358956566,0.8387489121832165,0.5932284370442195,7.771561172376096e-16,1.020365365325892,0.5473998974945476,0.5920316091076987,0.9591125010311307,0.5723711667925007,1.055825960354878,0.8514410739880186,0.9403304726648465,0.4186080761364267,0.8137755654695575,0.5852621869918597,1.1582755390479338,0.973418626208702,1.110093283285154,0.3467180292295543,0.31210687951121563,0.21902381282973316,0.71187216843921,0.2998577663812212
container,1.3013303163898597,1.0017558244734428,0.9033886000070825,1.020365365325892,0.0,1.1841117621131216,0.6763660177690932,0.3712240647607876,1.29101498150328,0.4076293779177089,1.0227842103313454,0.5585997211125834,0.7882302051946031,0.6135188060257171,0.6787034955456944,0.5950568147919791,0.5911907385428536,1.1349728176911573,0.6630113233114139,0.9330614804979622,1.1657227303458004,0.8087036111160494,0.9636742467860138
dessert,0.31386767164976503,0.6951371332905751,0.9070579221517072,0.5473998974945476,1.1841117621131216,-2.220446049250313e-16,0.4375700291705126,1.337041826380628,0.1409655621871303,1.277768332081266,0.9928689151279283,1.0344067508171526,0.9227193540445904,1.2046503244906215,1.16924038785656,1.3675511627662398,1.3308534276285138,0.9977356117752727,0.9633826324196526,0.8462281171946023,0.3836087659810017,1.0322682848501776,0.6575294578523931
drink,0.5258980669377766,0.6780334797798246,0.6815118384592412,0.5920316091076987,0.6763660177690932,0.4375700291705126,1.1102230246251565e-16,1.0528437138270546,0.5632436801417686,0.9927255136973961,1.1023629712962757,0.7962457079928615,0.7432668280260455,0.8961486245667819,0.9791288679154462,1.083312151389696,1.104027768579572,1.256027451639509,0.7526431267376859,0.8272254365092633,0.45638201090500474,1.1087517728192293,0.8320289222681434
electronic device,1.4779073996354843,1.3971051869377304,1.1935402101984482,0.9591125010311307,0.3712240647607876,1.337041826380628,1.0528437138270546,-4.440892098500626e-16,1.295337802253488,0.25880211540517073,0.757892042034456,0.3410866102054212,0.8148536577904302,0.7177264530963616,0.3718892156082845,0.6256285652061394,0.2001063436402023,0.9292124109593232,0.40966278893880526,0.77701925151373,1.1251441956988173,0.35871651744748856,0.7396997819812883
food,0.4398189740706093,1.030410019246889,0.9191542016859788,0.5723711667925007,1.29101498150328,0.1409655621871303,0.5632436801417686,1.295337802253488,-4.440892098500626e-16,1.2805689139621443,0.6728457231309246,0.9340717533904471,1.113090085623894,1.4624577664138245,0.9347654489626817,1.582824416932707,1.1357234312065996,0.6453513974869918,0.9139999214031402,0.8860012336874904,0.3161369393467792,0.8161951679496944,0.6808578097715534
furniture,1.4448441713953075,1.2699370068594789,1.297355904667948,1.055825960354878,0.4076293779177089,1.277768332081266,0.9927255136973961,0.25880211540517073,1.2805689139621443,-2.220446049250313e-16,0.9713988485180689,0.5050756280424045,0.7388082924166834,0.6100803629319698,0.4925430542440764,0.5491851705406998,0.4338080867659009,1.062882036621817,0.52802195359182,0.6764971502078048,1.1475018589623112,0.4773046221953854,0.708125298104188
home decor,0.9753475690086643,1.7303054159194786,0.7973118543603436,0.8514410739880186,1.0227842103313454,0.9928689151279283,1.1023629712962757,0.757892042034456,0.6728457231309246,0.9713988485180689,0.0,0.5849467099947043,1.4063408146594663,1.6051285823570547,0.39744804443468096,1.6132832126228487,0.7196487334097728,0.16773870074110264,0.7587949509478575,1.098419772135284,0.6462528955101772,0.33448891922357016,0.9180513506915542
kitchen appliance,1.1468706617819335,1.437700758398967,1.0384057053725655,0.9403304726648465,0.5585997211125834,1.0344067508171526,0.7962457079928615,0.3410866102054212,0.9340717533904471,0.5050756280424045,0.5849467099947043,-2.220446049250313e-16,1.0936160916309043,1.1080303744143845,0.47772588426694584,1.0815654606117262,0.4402500425512267,0.7467041604162997,0.6259350253945288,1.002383644168338,0.8534520670748724,0.42892358802043085,0.9022167169757376
kitchen tool,0.7195269978352348,0.5081837061619572,0.8767367649550342,0.4186080761364267,0.7882302051946031,0.9227193540445904,0.7432668280260455,0.8148536577904302,1.113090085623894,0.7388082924166834,1.4063408146594663,1.0936160916309043,0.0,0.22130933105993755,0.8127207153134071,0.5083379930727534,0.9113937960153569,1.612832909485575,0.4343241619571222,0.15128065472030716,0.7178049869803815,1.0281697325916606,0.3150514164879079
medical equipment,1.0998890139383042,0.43475327872479674,1.0238116031536793,0.8137755654695575,0.6135188060257171,1.2046503244906215,0.8961486245667819,0.7177264530963616,1.4624577664138245,0.6100803629319698,1.6051285823570547,1.1080303744143845,0.22130933105993755,2.220446049250313e-16,0.999568356476719,0.1574486536805011,0.8970837456420949,1.7433542102734778,0.6513581886743787,0.4361912006808195,1.1496366361167831,1.184043063024553,0.6466841487230521
musical instrument,1.110064241745078,1.5518752646255642,0.8748968590371317,0.5852621869918597,0.6787034955456944,1.16924038785656,0.9791288679154462,0.3718892156082845,0.9347654489626817,0.4925430542440764,0.39744804443468096,0.47772588426694584,0.8127207153134071,0.999568356476719,-2.220446049250313e-16,1.1075012800228263,0.382305523033995,0.5943309064783556,0.27060937958171727,0.5777160391074341,0.6589471660163402,0.2262783113256891,0.5499323400472103
office supply,1.4500134110309244,0.6140784589317153,1.342176835049064,1.1582755390479338,0.5950568147919791,1.3675511627662398,1.083312151389696,0.6256285652061394,1.582824416932707,0.5491851705406998,1.6132832126228487,1.0815654606117262,0.5083379930727534,0.1574486536805011,1.1075012800228263,0.0,0.7617488445901512,1.6150365622628111,0.8289350174506396,0.7367498581035385,1.4994013486592315,1.1860264467915147,0.9267059698289962
part of car,1.5012449223664195,1.4865690533169864,1.287722115568309,0.973418626208702,0.5911907385428536,1.3308534276285138,1.104027768579572,0.2001063436402023,1.1357234312065996,0.4338080867659009,0.7196487334097728,0.4402500425512267,0.9113937960153569,0.8970837456420949,0.382305523033995,0.7617488445901512,2.220446049250313e-16,0.7588374262702404,0.4512684868232886,0.7873892311769153,1.1203133564230354,0.3864452569186225,0.7687827141784563
plant,1.1553093881031145,1.7681727107967646,1.0306453340071993,1.110093283285154,1.1349728176911573,0.9977356117752727,1.256027451639509,0.9292124109593232,0.6453513974869918,1.062882036621817,0.16773870074110264,0.7467041604162997,1.612832909485575,1.7433542102734778,0.5943309064783556,1.6150365622628111,0.7588374262702404,-2.220446049250313e-16,1.0296355175906327,1.2834581880957785,0.916613246418892,0.4722583801075968,1.1211481230805895
sports equipment,0.8785230021328616,1.204223984581576,0.8638779793444626,0.3467180292295543,0.6630113233114139,0.9633826324196526,0.7526431267376859,0.40966278893880526,0.9139999214031402,0.52802195359182,0.7587949509478575,0.6259350253945288,0.4343241619571222,0.6513581886743787,0.27060937958171727,0.8289350174506396,0.4512684868232886,1.0296355175906327,-2.220446049250313e-16,0.308804298740746,0.5092021530621558,0.3670197582954169,0.31658184879422535
tool,0.7012608737621869,0.7823645418827792,0.9465904507665457,0.31210687951121563,0.9330614804979622,0.8462281171946023,0.8272254365092633,0.77701925151373,0.8860012336874904,0.6764971502078048,1.098419772135284,1.002383644168338,0.15128065472030716,0.4361912006808195,0.5777160391074341,0.7367498581035385,0.7873892311769153,1.2834581880957785,0.308804298740746,-4.440892098500626e-16,0.5520199535216681,0.7209629648010041,0.1276348123072314
toy,0.2194427269530992,0.9838859742585978,0.5213254409834769,0.21902381282973316,1.1657227303458004,0.3836087659810017,0.45638201090500474,1.1251441956988173,0.3161369393467792,1.1475018589623112,0.6462528955101772,0.8534520670748724,0.7178049869803815,1.1496366361167831,0.6589471660163402,1.4994013486592315,1.1203133564230354,0.916613246418892,0.5092021530621558,0.5520199535216681,1.1102230246251565e-16,0.68778742513892,0.43918487136184015
vehicle,1.0811784713841017,1.6682123308778949,1.1182091699141121,0.71187216843921,0.8087036111160494,1.0322682848501776,1.1087517728192293,0.35871651744748856,0.8161951679496944,0.4773046221953854,0.33448891922357016,0.42892358802043085,1.0281697325916606,1.184043063024553,0.2262783113256891,1.1860264467915147,0.3864452569186225,0.4722583801075968,0.3670197582954169,0.7209629648010041,0.68778742513892,-2.220446049250313e-16,0.5399912747931933
weapon,0.6157027160005814,0.8972970586840707,1.0222324071285067,0.2998577663812212,0.9636742467860138,0.6575294578523931,0.8320289222681434,0.7396997819812883,0.6808578097715534,0.708125298104188,0.9180513506915542,0.9022167169757376,0.3150514164879079,0.6466841487230521,0.5499323400472103,0.9267059698289962,0.7687827141784563,1.1211481230805895,0.31658184879422535,0.1276348123072314,0.43918487136184015,0.5399912747931933,1.2212453270876722e-15
