,badger,barnacle,bat1,cardinal,cat,cheetah,chicken_wire,cockroach,duckling,ferret,flamingo,fox,giraffe,guinea_pig,oyster,rabbit,scallop,seahorse,snail,squid,tiger,walrus,worm
badger,-2.220446049250313e-16,0.39633041360612753,0.38004428405971813,1.344487538820068,0.5015346621179203,0.4874302546670619,1.2090918366563803,0.6617100254421173,0.5820219625705337,0.6102570772607756,1.0783952946251718,0.5694192144034147,0.4094798449875997,0.5196923081767573,0.4999993658396702,0.6113422811385094,0.7400086754061537,0.6663521248086259,0.9383383091764689,0.5580382447706052,0.5081100886538799,0.8292248880911808,0.5135769636069267
barnacle,0.39633041360612753,-2.220446049250313e-16,0.416374397045146,1.531538211137168,0.23219607185373725,0.16343700297765285,1.1199832904266647,0.4430803945027738,0.3076062903435466,0.6150571903725226,1.1399669628226143,0.3678801480778595,0.22286134729974016,0.25850700061481113,0.2853088937330668,0.5454639790493702,0.36411474287527656,0.7798209700300748,1.2021876411234416,0.48736712492669154,0.1580257801458841,0.7902861317541261,0.16176803057108569
bat1,0.38004428405971813,0.416374397045146,3.3306690738754696e-16,1.1157137055137443,0.5110085458327333,0.588271365136112,1.347176240192659,0.5929522547831371,0.6575684890883537,0.7621429294373872,0.9677354964027516,0.460296615147734,0.5540328878569956,0.46451588230523844,0.4360134848284186,0.7231384353836694,0.4965521499290144,0.5631193283127542,0.7983299668240594,0.4157706076458446,0.5616874173781752,0.891206103775578,0.6198825041577235
cardinal,1.344487538820068,1.531538211137168,1.1157137055137443,-2.220446049250313e-16,1.4195120161192323,1.6539331319127977,1.2748397295892513,1.0559518105910506,1.4933735434288211,1.3408989976344428,0.4870862516124813,1.2467505978975857,1.6322348170433099,1.429330387643545,1.282379803991082,1.4750453254125995,1.152114877162427,0.7554720611273993,0.44401824097081677,1.0891611630576166,1.5570686955265733,1.1050762894194586,1.6760870257211908
cat,0.5015346621179203,0.23219607185373725,0.5110085458327333,1.4195120161192323,0.0,0.2826292368265013,1.0785910582361056,0.4115983189849637,0.28942989718817114,0.6471355438694577,0.98618952274056,0.3564792967530339,0.2820022718444166,0.24183319707167528,0.3739993740415787,0.6491463472101924,0.36206275097838414,0.8435559352926096,1.117859247964815,0.4941088232206037,0.21118498850841227,0.7838128430317514,0.2806937415910118
cheetah,0.4874302546670619,0.16343700297765285,0.588271365136112,1.6539331319127977,0.2826292368265013,0.0,0.993615942340506,0.6111425356541469,0.3884505960266855,0.6696498621884348,1.349548198051529,0.5029267387176279,0.2262887790876006,0.29843443974051864,0.40017876174069367,0.5210327184331341,0.485044242207919,0.8481923055692137,1.335136005188909,0.6349059482802781,0.1680132641268769,0.6828845086545535,0.13632963160633926
chicken_wire,1.2090918366563803,1.1199832904266647,1.347176240192659,1.2748397295892513,1.0785910582361056,0.993615942340506,0.0,1.0099031568497376,0.979403478246613,1.0248431474366464,1.109233305043503,1.3160481378042952,0.9913030416421763,1.1363611168701113,1.2868964821880784,1.0128266168974107,1.3135618184647133,1.5150585903724862,1.4553216900600163,1.417952803660169,1.0307630278624662,0.9429364380841353,0.9919786254119363
cockroach,0.6617100254421173,0.4430803945027738,0.5929522547831371,1.0559518105910506,0.4115983189849637,0.6111425356541469,1.0099031568497376,-2.220446049250313e-16,0.46816980835778965,0.8231543684850979,0.6198992070021629,0.519188980429229,0.5598897641779834,0.5131959404298791,0.632890236435028,0.902563400505661,0.4807169062831844,0.8306849066303204,1.046558183862957,0.6405171420876092,0.4904716996864772,0.845739944860066,0.5773238154879394
duckling,0.5820219625705337,0.3076062903435466,0.6575684890883537,1.4933735434288211,0.28942989718817114,0.3884505960266855,0.979403478246613,0.46816980835778965,0.0,0.5676877239921506,0.9483496053069052,0.3813659394336242,0.32819334580899495,0.337438539437929,0.4416472797549219,0.5987873074774801,0.43517830687884196,1.0024537353523897,1.2010847837081562,0.5757002831681104,0.28373589885141437,0.8786693205479841,0.28090407115138305
ferret,0.6102570772607756,0.6150571903725226,0.7621429294373872,1.3408989976344428,0.6471355438694577,0.6696498621884348,1.0248431474366464,0.8231543684850979,0.5676877239921506,0.0,1.0954641752235872,0.6331102115260538,0.5987147975125033,0.5779520923307659,0.591099167940216,0.5769135872662751,0.7660206438558487,0.9709067240383707,1.008333994303114,0.7919279895303447,0.616438267022933,0.9006655827202646,0.5735409790585008
flamingo,1.0783952946251718,1.1399669628226143,0.9677354964027516,0.4870862516124813,0.98618952274056,1.349548198051529,1.109233305043503,0.6198992070021629,0.9483496053069052,1.0954641752235872,3.3306690738754696e-16,0.8646506492441373,1.1626358663520766,1.1114529157447568,1.0367702512295545,1.2403131668905167,0.8498682088069082,0.9307664061355038,0.6853270765333797,0.8495040367780989,1.166219008089034,1.0501571851121598,1.284332998601784
fox,0.5694192144034147,0.3678801480778595,0.460296615147734,1.2467505978975857,0.3564792967530339,0.5029267387176279,1.3160481378042952,0.519188980429229,0.3813659394336242,0.6331102115260538,0.8646506492441373,2.220446049250313e-16,0.4069201194397838,0.371654719490207,0.39683537413134395,0.5461760242213276,0.29656538995574,0.794511236482587,0.9232433492518543,0.4453281495661553,0.3938150521999557,0.9117226487241293,0.43784470046428203
giraffe,0.4094798449875997,0.22286134729974016,0.5540328878569956,1.6322348170433099,0.2820022718444166,0.2262887790876006,0.9913030416421763,0.5598897641779834,0.32819334580899495,0.5987147975125033,1.1626358663520766,0.4069201194397838,0.0,0.33832719938439426,0.4194537678807502,0.4903443404679856,0.5044654472540064,0.8947076656197633,1.2346053036606037,0.5705440992905991,0.20722819021160632,0.8269806029266806,0.21112265625860482
guinea_pig,0.5196923081767573,0.25850700061481113,0.46451588230523844,1.429330387643545,0.24183319707167528,0.29843443974051864,1.1363611168701113,0.5131959404298791,0.337438539437929,0.5779520923307659,1.1114529157447568,0.371654719490207,0.33832719938439426,0.0,0.3803340332833657,0.6073231096159266,0.3728655859348371,0.8077360134552118,1.0819530120754972,0.4527196251090012,0.22251440638353537,0.7960270305906773,0.27085144390725446
oyster,0.4999993658396702,0.2853088937330668,0.4360134848284186,1.282379803991082,0.3739993740415787,0.40017876174069367,1.2868964821880784,0.632890236435028,0.4416472797549219,0.591099167940216,1.0367702512295545,0.39683537413134395,0.4194537678807502,0.3803340332833657,-2.220446049250313e-16,0.6533742198077217,0.35260465586610246,0.6947111409339354,0.9390234236744209,0.4238042063203825,0.36205020637162255,0.9781880060500479,0.3381195603254399
rabbit,0.6113422811385094,0.5454639790493702,0.7231384353836694,1.4750453254125995,0.6491463472101924,0.5210327184331341,1.0128266168974107,0.902563400505661,0.5987873074774801,0.5769135872662751,1.2403131668905167,0.5461760242213276,0.4903443404679856,0.6073231096159266,0.6533742198077217,-2.220446049250313e-16,0.7969620128489834,1.0256934556482777,1.1122703795090734,0.8280054470539671,0.5852518975347782,0.8745788745874796,0.49177189301707336
scallop,0.7400086754061537,0.36411474287527656,0.4965521499290144,1.152114877162427,0.36206275097838414,0.485044242207919,1.3135618184647133,0.4807169062831844,0.43517830687884196,0.7660206438558487,0.8498682088069082,0.29656538995574,0.5044654472540064,0.3728655859348371,0.35260465586610246,0.7969620128489834,2.220446049250313e-16,0.74669538525998,0.9662347582390658,0.3986939499711234,0.3599430342018334,0.9880941138127456,0.42366983517338386
seahorse,0.6663521248086259,0.7798209700300748,0.5631193283127542,0.7554720611273993,0.8435559352926096,0.8481923055692137,1.5150585903724862,0.8306849066303204,1.0024537353523897,0.9709067240383707,0.9307664061355038,0.794511236482587,0.8947076656197633,0.8077360134552118,0.6947111409339354,1.0256934556482777,0.74669538525998,0.0,0.6218269467518553,0.5935967039288321,0.8523504899785321,0.9234277837380891,0.9304090321683197
snail,0.9383383091764689,1.2021876411234416,0.7983299668240594,0.44401824097081677,1.117859247964815,1.335136005188909,1.4553216900600163,1.046558183862957,1.2010847837081562,1.008333994303114,0.6853270765333797,0.9232433492518543,1.2346053036606037,1.0819530120754972,0.9390234236744209,1.1122703795090734,0.9662347582390658,0.6218269467518553,-4.440892098500626e-16,0.7963901514811644,1.276566402680302,0.9733766608751492,1.3108215913370025
squid,0.5580382447706052,0.48736712492669154,0.4157706076458446,1.0891611630576166,0.4941088232206037,0.6349059482802781,1.417952803660169,0.6405171420876092,0.5757002831681104,0.7919279895303447,0.8495040367780989,0.4453281495661553,0.5705440992905991,0.4527196251090012,0.4238042063203825,0.8280054470539671,0.3986939499711234,0.5935967039288321,0.7963901514811644,3.3306690738754696e-16,0.559837928580809,1.0098717508165755,0.5882899558072772
tiger,0.5081100886538799,0.1580257801458841,0.5616874173781752,1.5570686955265733,0.21118498850841227,0.1680132641268769,1.0307630278624662,0.4904716996864772,0.28373589885141437,0.616438267022933,1.166219008089034,0.3938150521999557,0.20722819021160632,0.22251440638353537,0.36205020637162255,0.5852518975347782,0.3599430342018334,0.8523504899785321,1.276566402680302,0.559837928580809,3.3306690738754696e-16,0.7873510978755689,0.15768555318829236
walrus,0.8292248880911808,0.7902861317541261,0.891206103775578,1.1050762894194586,0.7838128430317514,0.6828845086545535,0.9429364380841353,0.845739944860066,0.8786693205479841,0.9006655827202646,1.0501571851121598,0.9117226487241293,0.8269806029266806,0.7960270305906773,0.9781880060500479,0.8745788745874796,0.9880941138127456,0.9234277837380891,0.9733766608751492,1.0098717508165755,0.7873510978755689,-2.220446049250313e-16,0.8041926011126335
